"Princess Galyani Vadhana Institute of Music (PGVIM)
6,มหาวิทยาลัยศิลปากร,https://drive.google.com/drive/u/0/folders/1d-afUtmQiQhUt14nvVOuoK0YQ2IhrBqw,Thailand,University,Active,,5,26 November 2024,26 November 2029,,,,,,,
7,มหาวิทยาลัยนเรศวร,https://drive.google.com/drive/u/0/folders/1g5aTITJ8pK0gFMPH0z0A0S2H9AsDVwat,Thailand,University,Active,,5,6 January 2025,6 January 2030,,,,,"ผ่านสภาแล้ว
อ.ต้อมลงนาม พร้อมนำใบ mou ไปให้ทาง ม.นเรศวร เมื่อวันที่ 5 ส.ค. 67",,
8,มหาวิทยาลัยสวนดุสิต,https://drive.google.com/file/d/1cQaiQApxZe6b9cmLVo205af8bMPk236v/view?usp=drive_link,Thailand,University,Active,,5,3 November 2025,3 November 2030,,,,,,,
9,มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าธนบุรี,https://drive.google.com/file/d/1p_S9IK5GDPH2XHExJDoqOjRJn2-HKSWx/view?usp=drive_link,Thailand,University,Active,,3,12 September 2025,12 September 2030,,,,,,,
10,สถาบันบันฑิตพัฒนศิลป์,https://drive.google.com/file/d/12AUZr5vqRYWRmdNGajC_jS2cXErmnMup/view?usp=drive_link,Thailand,University,Active,,5,31 January 2026,31 January 2031,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,ระดับโรงเรียน,,,,,,,,,,,,,,,
1,โรงเรียนสาธิตแห่งมหาวิทยาลัยธรรมศาสตร์,https://drive.google.com/drive/folders/1iahDCP10PqP3F6_aBOQ755HWBSHBZAZe?usp=drive_link,Thailand,High School,Expired,,5,16 July 2020,16 July 2025,,,,,บันทึกข้อตกลงแนบท้าย มหาวิทยาลัยธรรมศาสตร์ ที่จัดพิธีลงนามไปเมื่อ 3 เมษายน 2567,High School,6
2,โรงเรียนสาธิตสถาบันการจัดการปัญญาภิวัฒน์ ,https://drive.google.com/drive/folders/10E1PIcOq9hF5_Hl-4invy-OG3gP4e1mI?usp=drive_link,Thailand,High School,Active,,5,20 July 2023,20 July 2028,,,,,,,
3,โรงเรียนมัธยมวัดใหม่กรงทอง ในพระราชูปถัมภ์,https://drive.google.com/drive/folders/1gIuCuhVb2xmJ7pIhjsZ5erODMo1Ny_xp?usp=drive_link,Thailand,High School,Active,,5,6 November 2023,6 November 2028,,,,,,,
4,โรงเรียนสาธิตมหาวิทยาลัยศรีนครินทรวิโรฒ ประสานมิตร (ฝ่ายมัธยม),https://drive.google.com/drive/folders/1rvleYopsLbOQVlPquRRbspjTHoc9aP1b?usp=drive_link,Thailand,High School,Active,,5,11 October 2023,11 October 2028,,,- เข้าร่วมโครงการประกวดวงดนตรีระดับชาติและนานาชาติ ปีงบประมาณ พ.ศ. 2567 กิจกรรมย่อยที่ 1 PGVIM International Guitar Ensemble Competition 2023 (PIGEC),,,,
5,โรงเรียนหัวหินวิทยาลัย,https://drive.google.com/drive/folders/1NuQI6vB6uRRibbIzieNz1IsJ8F8IKxNS?usp=drive_link,Thailand,High School,Active,,5,29 April 2024,29 April 2029,,,"- เข้าร่วมโครงการประกวดวงดนตรีระดับชาติและนานาชาติ ปีงบประมาณ พ.ศ. 2567 กิจกรรมย่อยที่ 1 PGVIM International Guitar Ensemble Competition 2023 (PIGEC)
- นักเรียนโรงเรียนหัวหินวิทยาลัย เข้าร่วมค่าย Music On The Move วันที่ 10 - 14 ก.ค. 2567",,,,
6,วิทยาลัยนาฎศิลป์ ศาลายา,,Thailand,High School,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,ระดับหน่วยงาน,,,,,,,,,,,,,,,
1,"สำนักงานบริหารและพัฒนาองค์ความรู้ (องค์การมหาชน) 
Office of Knowledge Management and Development (OKMD)",https://drive.google.com/drive/folders/16CDboelhocuixbdAUzFX60-CoAFbV4FQ?usp=drive_link,Thailand,Organisation,Active,,5,6 June 2024,6 June 2029,,,Alive a Life Concert วันที่ 4 ส.ค. 2567,,,,
2,International Cultural Promotions Limited (ICP),https://drive.google.com/drive/folders/1R4T-0uNxiKgyILGm6QNZp462ZPXVOj5X?usp=drive_link,Thailand,Organisation,Active,,5,6 September 2024,6 September 2029,,,Masterclass PGVIM x Bkk Festivals วันที่ 6 ก.ย. 2567,,Automatically renew every 5 years,,
3,กองทัพบก,https://drive.google.com/drive/folders/1bbBEvfTya1kkAa3kYsJOXUDNKbsWfLmF?usp=sharing,Thailand,Organisation,Active,,5,6 August 2025,6 August 2030,,,,,,,
4,กองทัพเรือ,https://drive.google.com/drive/folders/1XbFExANgtNhAoU8_e5jFDYdl8HSSany9?usp=drive_link,Thailand,Organisation,Active,,5,1 August 2021,1 August 2026,,,ส่งข้าราชการเพื่อเข้าเรียนที่สถาบัน,,,Organisation,4
5,กองทุนส่งเสริม,https://drive.google.com/drive/folders/1iKU-voIbqojSiWzc936fyArZYrQpmBW3?usp=drive_link,Thailand,Organisation,Active,,,26 February 2026,30 September 2026,,,,,,,
6,โครงการ อว. Reinventing,https://drive.google.com/drive/folders/129nk5x8Fx9pn7yCcxosAYLdPTGmdoHOg?usp=drive_link,Thailand,Organisation,Active,,,22 December 2025,21 December 2026,,,,,,,
7,โครงการเรียนรู้ตลอดชีวิต Upskill / Reskill,https://drive.google.com/file/d/1hwmBNU2ip2Bwg-SvWmwywCaLHhajyKlN/view?usp=drive_link,Thailand,Organisation,Active,,6 Month,19 February 2026,August 2026,,,,,,,
,,,,,,,,,,,,,,,,
1,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าทหารลาดกระบัง,https://drive.google.com/drive/folders/1YvAzbLcOmQLdKaJJoS-uqtib0RqTbac6?usp=drive_link,Thailand,Institute,Expired,Waiting for renew,5,21 February 2017,21 February 2022,,,,,,,
2,มหาวิทยาลัยศิลปากร,https://drive.google.com/drive/folders/1u_yifT9ZnCiybsNjJ-JZnCov2E4LE87t?usp=drive_link,Thailand,University,Expired,In process,5,1 November 2019,1 November 2024,,,PYOxSSMS,,"ดำเนินการส่งหนังสือขอต่อสัญญาไปแล้ว
ทางศิลปากร ติดต่อกลับมาทางพี่นก กนกวรรณ",,
3,มหาวิทยาลัยมหิดล,https://drive.google.com/drive/folders/168g4GCPaIntU6P2y-HuWHueW-IFORAHY?usp=sharing,Thailand,University,,Waiting for discussion,,,,,,,,,,
4,คณะศิลปศาสตร์ มหาวิทยาลัยธรรมศาสตร์,https://drive.google.com/drive/folders/1tWZ3rzPtRktcEu7I2GPsc8owRCz-ISCw?usp=sharing,Thailand,University,Expired,Waiting for renew,5,18 June 2014,18 June 2019,,,,,,,
,,,,,,,,,,,,,,,,
1,กรมส่งเสริมวัฒนธรรม (TYO TYW TYC),,Thailand,Organisation,New,In process,,,,,,,,"นิติกร สถาบัน ช่วยดูร่าง mou แล้ว
ประสาน อ.ดาโน่แล้ว รอตอบกลับ 6/9/67",,
2,โรงเรียนภูเก็ตไทยหัว,,Thailand,High School,New,In process,,,,,,,,รออาจารย์จากโรงเรียนติดต่อกลับ,,
,,,,,,,,,,,,,,,,
1,หอศิลป์กรุงเทพ,,Thailand,Organisation,New,Waiting for discussion,,,,,,,,,,
2,TK Park,,Thailand,Organisation,New,Waiting for discussion,,,,,,,,,,
4,มหาวิทยาลัยแม่ฟ้าหลวง,,Thailand,University,New,Waiting for discussion,,,,,,,,,,
5,มหาวิทยาลัยทักษิณ,,Thailand,University,New,Waiting for discussion,,,,,,,,,,
6,มหาวิทยาลัยราชภัฏเชียงใหม่,,Thailand,University,New,Waiting for discussion,,,,,,,,,,
,,,,,,,,,,,,,,,,
International,,,,,,,,,,,,,,,,
1,Studio MusikFabrik,https://drive.google.com/file/d/1T61f5kZw6xm5387qe1dnu5Kqi4PQEuUK/view?usp=drive_link,Germany,University,Active,,5,30 January 2025,30 January 2030,,"PYO
PGVIS
Concert in Collaboration at Germany","PYO Experiment - Atmosphere Concert
PGVIS",,จะหมดอายุสัญญา ปี 2025 และต่อสัญญาช่วง PYO Germany,,
2,Cardiff University,https://drive.google.com/file/d/1iVeJUHZXJTK5ulW2-lZ-OraiwcNQ9ZG4/view?usp=drive_link,United Kingdom,University,Expired,,5,28 August 2020,28 August 2025,"นักศึกษาแลกเปลี่ยน
Outbound - Jedsada
Inbound - Edward Govier","นักศึกษาแลกเปลี่ยน
Outbound - Kansiree
Inbound - Myles Manders-Young","นักศึกษาแลกเปลี่ยน
Outbound - Artithiya, Thanabodi, Piyapoj
Inbound - Orla Kennedy",,,,
,Cardiff University,,United Kingdom,University,Active,,5,19 November 2025,19 November 2030,,,,,,,
3,University of Music and Performing Arts (MDW),https://drive.google.com/file/d/1PYnJfh45t1AenwA-0xx-VJvbbYXZuaXF/view?usp=drive_link,Austria,University,Active,,5,2 July 2021,2 July 2026,Concert to Celebrate 150 Years of Friendship between Thailand and Austria,นักศึกษาสถาบัน ปริญญาโท (นิธิศ รุจิขจรเดช) ไปแลกเปลี่ยน,Piano and Violin Masterclass by Prof. Christos Marantos and Prof. Christian Altenburger,,,,
4,University of Philippines,https://drive.google.com/file/d/11rlFpCz8mIPMfrUKd9ehN_KPMvqN770O/view?usp=drive_link,Philippines,University,Active,,3,9 August 2024,9 August 2027,, เข้าร่วมโครงการประชุมวิชาการนานาชาติ ปี 2566,Assistant Professor Dr. Jocelyn Guadalupe เข้าร่วมโครงการประชุมวิชาการนานาชาติ ปี 2567,,,,
5,Yong Siew Toh Conservatory of Music (YST),https://drive.google.com/file/d/1oUvnUezSkWg8ByiWlHF1varLEOt3JY2F/view?usp=drive_link,Singapore,University,Active,,3,25 August 2022,25 August 2027,," เข้าร่วมโครงการประชุมวิชาการนานาชาติ ปี 2566
Ho Chee Kong
Benedict Ng
Xiangning Lin","เข้าร่วมโครงการประชุมวิชาการนานาชาติ ปี 2567
Ho Chee Kong
Benedict Ng
Xiangning Lin",,,,
6,Sibelius Academy,https://drive.google.com/file/d/1r72Yms8TA4zUp9GBm9qxUGw9qPkz9NUB/view?usp=drive_link,Finland,University,Active,,5,26 August 2022,26 August 2027,,"เข้าร่วมโครงการประชุมวิชาการนานาชาติ ปี 2566
Meiko Kanno","นักศึกษาแลกเปลี่ยน 
Outbound - พงศ์ไพโรจน์ เลิศสุดวิชัย, Artithiya
PGVIS",,,,
7,Seoul National University,https://drive.google.com/file/d/1Hx-p3sS4TnvqyExr_qMO2sCJNE4Opkq7/view?usp=drive_link,South Korea,University,Active,,5,1 March 2023,1 March 2028,,,"นักศึกษาแลกเปลี่ยน - Prach
 PGVIS Symposium / Art Space@SNU / Leadership Camp / ดนตรีในสวน",,,,
8,CEFEDEM Auvergne Rhône-Alpes ,https://drive.google.com/file/d/1v0nEp_q_qpDzlPMR9IdxlvR4clxzG3Vu/view?usp=drive_link,France,University,Active,,5,13 May 2023,13 May 2028,,,Centenary Celebration of Her Royal Highness Princess Galyani Vadhana วันที่ 8 - 16 พ.ค. 2566,,,,
9,Indiana University Bloomington,https://drive.google.com/file/d/1pBFlgnG16OPKj9GEc3jnLXbNm6Ih5KnX/view?usp=drive_link,United States,University,Active,,5,24 August 2023,24 August 2028,,PGVIS 2023 Abra K. Bush,,,,,
10,Royal Conservatoire the hague,https://drive.google.com/file/d/1OIAj4TDahqHQM9Bwiz5yUBsJelDhFRIY/view?usp=drive_link,Netherlands,University,Active,,5,25 August 2023,25 August 2028,,,"Lies Colman, Principal of Conservatoire the hague เข้าร่วมโครงการประชุมวิชาการนานาชาติ ปี 2567",,,,
11,University of Iowa,https://drive.google.com/file/d/1_HD0946FMmNbw1cUSxhdB36fV1WYSYRh/view?usp=drive_link,United States,University,Active,,5,20 July 2023,20 July 2028,,,,,,,
12,Musikhochschule Lübeck (MHL),https://drive.google.com/file/d/163n1QSnJXH4RgGgwg9Lo0qUzeepS2yy7/view?usp=drive_link,Germany,University,Active,,5,24 April 2024,24 April 2029,,"PGVIS
Dieter Mack ป.โท
Mack Reifer","PGVIS
",,,,
13,National Taiwan Normal University,https://drive.google.com/file/d/17kq1HjU7h__FqWIF2NygnoW6DGhMJ2AY/view?usp=drive_link,Taiwan,University,Active,,5,25 April 2024,25 April 2029,,,PYO - Begin and Beyond Concert,,,,
14,Royal Welsh College of Music and Drama,https://drive.google.com/file/d/1sq7Jx4Apjyt9ZtW_9My6QPO_kLK6kmJ3/view?usp=drive_link,United Kingdom,University,Active,,5,31 July 2024,31 July 2029,,," - Sebastian See-Schierenberg นักไวโอลิน มาอบรมเชิงปฏิบัติการ (Masterclass) ณ สถาบันดนตรีกัลยาณิวัฒนา วันที่ 8 ธ.ค. 2566
- นักศึกษาแลกเปลี่ยน Alicia Wiseman เอกไวโอลิน เข้าศึกษา ณ สถาบันดนตรีกัลยาณิวัฒนา ปีภาคการศึกษา 2567",,,,
15,CNSMDL,https://drive.google.com/drive/u/0/folders/1CQe9HcQuvWcjAqXMTTkaw7qCmj6DvFDL,France,University,Active,,3,14 November 2024,14 November 2029,,,,,,,
16,Royal Conservatoire of Scotland,https://drive.google.com/drive/u/0/folders/1knEUUqrzb9tO92QpQ7jvwfuTlwXiHFTe,Scotland,University,Active,,5,16 November 2024,16 November 2029,,,,,,,
17,Brandenburg University of Technology (BTU),https://drive.google.com/file/d/1LhnocNshunQ9FZ1hmtaWnOECQbVy5l22/view?usp=sharing,Germany,University,Active,,3,"10/10/2019
4 June 2025","10/10/2022
5 year and automatic renew","นักศึกษาแลกเปลี่ยน
Suchanya,  Pishayatan (Voice)
Patidta, Napon (Guitar Classic)
Atibha (Piano)",ต่อสัญญาแล้ว,,,,,
18,Universiti Pendidikan Sultan Idri (UPSI),https://drive.google.com/file/d/1nCtvfquuwvKURQpL7NrWvHZkGTn12lu2/view?usp=drive_link,Malaysia,University,Active,,,28 November 2025,,,,,,,,
19,Norwegian Academy of Music ,https://drive.google.com/file/d/1oiCS9sdE1nrRrqZHHvrt8S0xxV5Vz9B8/view?usp=drive_link,Norway,University,Active,,5,23 January 2026,23 January 2031,,,,,,,
20,KA171 - Antwerp PGVIM,https://drive.google.com/file/d/17pT9q8VIvxRlxr4zC0zsSoX_xZaCEBtp/view?usp=drive_link,,University,Active,,,25 February 2026,,,,,,,,
21,KA171 - Rovigo PGVIM ABAC,https://drive.google.com/drive/folders/1DZ1Fac1o3D-SnozO2MySZZw5DZep8It8?usp=drive_link,,University,Active,,,27 February 2026,,,,,,,,
1,Nanjing University of the Arts,https://drive.google.com/file/d/1cW-o1M2LdLdEj_l0rC1j9Tz8UgcVwoSB/view?usp=drive_link,People Republic of China,University,Expired,Waiting for discussion,5,20 March 2019,20 March 2024,,,"- Madam Peng Liyuan Visit PGVIM
- ‘Melodies in Harmony’ Nanjing University of the Arts วันที่ 24 - 28 พ.ค. 2566
- PGVIS",,หารือล่าสุดช่วง Symposium 2023,,
2,The Liszt Ferenc Academy of Music,https://drive.google.com/file/d/1U74FPWksWgGqagfGIDRKM_q0aW-pBF7K/view?usp=drive_link,Hungary,University,Expired,Waiting for discussion,5,1 September 2019,September 2024,,,,,,,
4,University of Birmingham,https://drive.google.com/file/d/12NEgXbVZUMk-eAPswiOrvxYO-loNliF3/view?usp=sharing,United Kingdom,University,Expired,In process,1,12 May 2022,12 May 2023,,,Dhorn ไปแลกเปลี่ยนป.โท,,"อ.โหน่งคุยกับScott 13/9/24
Birmingham prefer Agreement than MoU",,
5,The Fryderyk Chopin University of Music (FCUM),https://drive.google.com/file/d/1LPf2l1O3KNyy9cc6VsAWmGR_UYg88hdI/view?usp=drive_link,Poland,University,Expired,Waiting for renew,,,,,,,,,,
,,,,,,,,,,,,,,,,
Network,,,,,,,,,,,,,,,,
1,AEC - Association Européenne des Conservatoires,,,,Active,,,,,,,,,,,
2,SEADOM - Southeast Asian Directors of Music,,,,Active,,,,,,,,,,,
3,ASEA - UNINET,,,,Active,,,,,,,,,,,
4,Belt and Road Music Education Alliance,,,,Active,,,,,,,,,,,
5,ASAIHL,,,,Active,,,,,,,,,,,
,,,,,,,,,,,,,,,,
1,Royal Academy of Music Aarhus,,Denmark,University,New,In process,,,,,,,,จัดส่งงานนิติกร 15/2/67,,
2,Bowling green University,,United States,University,New,In process,,,,,,,,เข้าสภา 4 ก.ย.,,
3,LUCA School of Arts,,Belgium,University,New,In process,,,,,,,,ส่ง Application ไปแล้ว,,
5,The Belarusian State Academy of Music,,Belarus,University,New,In process,,,,,,,,จัดส่งงานนิติกร 27/3/2567,,
,,,,,,,,,,,,,,,,
1,University of Bern,,Switzerland,University,New,Waiting for discussion,,,,,,,,,,
2,University of Geneva,,Switzerland,University,New,Waiting for discussion,,,,,,,,,,
3,Sydney Conservatorium of Music,,Australia,University,New,Waiting for discussion,,,,,,,,,,
4,Royal Irish Academy of Music,,Ireland,University,New,Waiting for discussion,,,,,,,,,,
5,Sunway University,,Malaysia,University,New,Waiting for discussion,,,,,,,,,,
,,,,,,,,,,,,,,,,
,Institute Name,,,,Status,,Year,Sign date,Sign date,,,,,Noted,,
,,,,,,,,,,,,,,,,
,Hochschule der Künste Bern,,,,,,,,,,,,,,,
,Conservatorio di Milano,,,,,,,,,,,,,,,
,ESMAE Porto,,,,,,,,,,,,,,,
,Mozarteum University Salzburg,,,,,,,,,,,,,,,
,Royal Academy of Music Aarhus,,,,,,,,,,,,,,,
,University of Glasgow,,,,,,,,,,,,,,,
